#,Name,Color,Parent,Start,Stop,Icon,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description,[Namechange,When,Description
#,UNIX AND UNIX-LIKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,OSF/1,#FF8585,Mach (kernel),1991,2010.10.1,,,Digital Unix,1995,,Tru64 UNIX,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Hitachi OSF/1-MJ [Hitachi],#FF8585,OSF/1,1991.6,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,HP OSF/1 [HP],#FF8585,OSF/1,1991,1991.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,OSF/1 AD [Locus Computing],#FF8585,OSF/1,1993,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,DEC OSF/1 [DEC],#FF8585,OSF/1,1991,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Paragon OSF/1 [Paragon],#FF8585,OSF/1,1992,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,GNU/Hurd,#8B0000,Mach (kernel),1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,MkLinux,#FF8585,Mach (kernel),1996.5,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,NeXTSTEP [NeXT Computer],#FF8585,Mach (kernel),1989,2000.12,,,OPENSTEP,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Rhapsody,#FF8585,NeXTSTEP [NeXT Computer],1998.5,2001.3,,,Mac OS X Server 1.0,1999.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Darwin [Apple],#8B0000,Rhapsody,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,OpenDarwin,#FF8585,Darwin [Apple],2002,,,,PureDarwin,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,macOS X [Apple],#8B008B,Darwin [Apple],2001.3,,,,macOS [Apple],2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Mac OS X Server 10 [Apple],#8B008B,macOS X [Apple],2001.3,2011.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,iOS [Apple],#8B008B,macOS X [Apple],2007.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,watchOS [Apple],#8B008B,iOS [Apple],2015.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,tvOS [Apple],#8B008B,iOS [Apple],2015.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,audioOS [Apple],#8B008B,iOS [Apple],2018.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,bridgeOS [Apple],#8B008B,watchOS [Apple],2016.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Altos System V [Altos],#FF8585,UNIX System III [AT&T],1984,1993.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ARIX Unix [Arix Corp],#FF8585,UNIX System III [AT&T],1983,1990.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,AurOS [Auragen],#FF8585,UNICS [AT&T/Bell Labs],1983,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Consensys Unix,#FF8585,UNIX System III [AT&T],1992,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,CPIX[ IBM],#FF8585,UNICS [AT&T/Bell Labs],1982,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,CX/UX [Harris],#FF8585,UNIX System III [AT&T],1987,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,CX/RT [Harris],#FF8585,CX/UX [Harris],1987,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,CX/SX [Harris],#FF8585,CX/UX [Harris],1989.6,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,DISTRIX [Convergent Technologies],#FF8585,UNIX System III [AT&T],1984,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,ENIX [Everex],#FF8585,UNIX System III [AT&T],1989.5,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,EP/IX [Control Data],#FF8585,UNIX System III [AT&T],1990,1993.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Esix Unix [Everex],#FF8585,UNIX System III [AT&T],1988,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,FOR:PRO [Fortune Systems],#FF8585,UNICS [AT&T/Bell Labs],1983,1987.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,FTX [Stratus Technologies],#FF8585,UNIX System III [AT&T],1990,1996.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,HCR Unix [Human Computing Resources],#FF8585,UNIX System III [AT&T],1982,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Mimiker,#8B0000,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,MST Unix [Micro Station Technology],#FF8585,UNIX System III [AT&T],1982,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,Onix [Onyx Corp],#FF8585,UNICS [AT&T/Bell Labs],1980,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,OPUS5 [Opus Systems],#FF8585,UNIX System III [AT&T],1985,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N,PNX [Perq Systems],#FF8585,UNICS [AT&T/Bell Labs],1984,1986.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
